year,month,day,latitude,longitude,location quality,individuals,source,state,family,species
2013,12,3,--,--,not provided,1,Facebook,captured: released afterward,Turdidae,Turdus pallidus
2013,12,4,24.68247737,121.7731574,precise,1,Facebook,captured,Cisticolidae,Prinia inornata
2013,12,4,24.60359703,121.8126348,precise,2,Facebook,found dead,Turdidae,Zoothera aurea
2013,12,4,24.60359703,121.8126348,precise,1,Facebook,found dead,Turdidae,Turdus pallidus
2013,12,4,24.60359703,121.8126348,precise,1,Facebook,found dead,Columbidae,Chalcophaps indica
2013,12,4,24.60359703,121.8126348,precise,1,Facebook,found dead,Motacillidae,Anthus hodgsoni
2013,12,4,23.99210906,121.6246867,acceptable,1,Facebook,found dead,Turdidae,Turdus pallidus
2013,12,4,--,--,not provided,1,Facebook,found dead,Turdidae,Identified to Family: Turdidae
2013,12,4,21.948922,120.78132,precise,1,TaiRON,found dead,Turdidae,Turdus pallidus
2013,12,8,23.133591,121.211753,precise,1,TaiRON,found dead,Turdidae,Turdus chrysolaus
2013,12,9,24.78984385,121.0168491,precise,1,Facebook,uncertain,Turdidae,Turdus pallidus
2013,12,10,24.74369088,121.7225106,acceptable,1,Facebook,captured: released afterward,Turdidae,Turdus pallidus
2013,12,12,23.311741,120.315251,precise,1,TaiRON,found dead,Corvidae,Dendrocitta formosae
2013,12,12,24.42661806,120.8707767,precise,1,TaiRON,found dead,Megalaimidae,Psilopogon nuchalis
2013,12,13,23.94268531,120.9369262,precise,1,Facebook,captured,Megalaimidae,Psilopogon nuchalis
2013,12,20,21.94837257,120.780318,acceptable,1,Facebook,found dead,Turdidae,Turdus pallidus
2013,12,20,24.98533579,121.3118948,acceptable,1,Facebook,captured,Pycnonotidae,Pycnonotus sinensis
2013,12,20,23.75943559,120.6178754,acceptable,1,Facebook,found dead,Apodidae,Apus nipalensis
2013,12,21,22.62058684,120.581399,acceptable,1,Facebook,sent to rescue center: dead afterward,Turnicidae,Turnix suscitator
2013,12,22,--,--,not provided,1,Facebook,flew away,Columbidae,Identified to Family: Columbidae
2013,12,27,25.03686577,121.5174404,acceptable,1,Facebook,captured,Columbidae,Streptopelia orientalis
2013,12,29,23.1115119,120.4704023,precise,1,Facebook,captured: dead afterward,Megalaimidae,Psilopogon nuchalis
2013,12,30,24.75535277,121.765443,acceptable,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2013,12,31,23.133486,121.211557,precise,1,TaiRON,found dead,Turdidae,Zoothera sp.
2013,--,--,24.16600656,120.6657572,acceptable,1,Facebook,found dead,Alcedinidae,Halcyon coromanda
2013,--,--,22.70440651,120.3027157,acceptable,1,Facebook,found dead,Columbidae,Chalcophaps indica
2013,--,--,22.70440651,120.3027157,acceptable,1,Facebook,uncertain,Columbidae,Chalcophaps indica
2013,--,--,24.86836279,121.4150859,precise,1,Facebook,found dead,Columbidae,Chalcophaps indica
2014,1,1,22.66324593,120.4271004,precise,1,Facebook,uncertain,Columbidae,Chalcophaps indica
2014,1,6,--,--,not provided,1,Facebook,found dead,Turdidae,Zoothera aurea
2014,1,9,24.75378997,121.6363253,precise,1,Facebook,captured,Campephagidae,Pericrocotus solaris
2014,1,9,22.64524852,120.3260497,precise,1,Facebook,captured,Columbidae,Streptopelia tranquebarica
2014,1,10,24.792384,120.994877,precise,1,Facebook,found dead,Turdidae,Zoothera aurea
2014,1,10,24.79220436,120.9948454,precise,1,Facebook,found dead,Turdidae,Zoothera aurea
2014,1,16,22.862213,121.092747,precise,1,TaiRON,found dead,Turdidae,Zoothera aurea
2014,1,16,23.75441838,120.6144173,acceptable,1,Facebook,captured: released afterward,Turdidae,Turdus chrysolaus
2014,1,17,22.60733979,120.3309044,precise,1,Facebook,captured: released afterward,Alcedinidae,Alcedo atthis
2014,1,18,23.56155971,121.381488,precise,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2014,1,20,22.905222,121.134503,precise,1,TaiRON,found dead,Turdidae,Zoothera sp.
2014,1,22,21.94834907,120.7803366,precise,1,Facebook,found dead,Accipitridae,Accipiter trivirgatus
2014,1,23,21.94830454,120.7803105,acceptable,1,Facebook,found dead,Accipitridae,Accipiter trivirgatus
2014,1,26,24.27448643,120.8465468,vague,1,Facebook,captured,Megalaimidae,Psilopogon nuchalis
2014,1,26,25.11494452,121.5060587,vague,1,Facebook,captured: released afterward,Columbidae,Streptopelia orientalis
2014,1,26,23.314139,120.313705,precise,1,TaiRON,found dead,Columbidae,Streptopelia tranquebarica
2014,1,31,23.54376493,120.6879626,precise,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2014,2,3,23.02211103,120.5606166,precise,1,Facebook,captured: released afterward,Megalaimidae,Psilopogon nuchalis
2014,2,6,23.83304539,120.7849196,acceptable,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2014,2,7,--,--,not provided,1,Facebook,found dead,Columbidae,Columba livia
2014,2,10,22.02967724,120.7166391,precise,1,Facebook,captured,Accipitridae,Accipiter trivirgatus
2014,2,11,24.182464,121.494546,precise,1,TaiRON,found dead,Megalaimidae,Psilopogon nuchalis
2014,2,14,24.187351,120.6581434,precise,1,Facebook,captured: released afterward,Scotocercidae,Horornis canturians
2014,2,14,--,--,not provided,1,Facebook,found dead,Columbidae,Chalcophaps indica
2014,2,21,23.94829924,121.5406018,precise,3,Facebook,found dead,Passeridae,Passer montanus
2014,2,22,24.13912935,120.7053923,acceptable,1,Facebook,found dead,Columbidae,Streptopelia chinensis
2014,2,25,24.9559585,121.2261918,precise,1,Facebook,captured,Columbidae,Streptopelia chinensis
2014,2,27,25.07429823,121.631621,precise,1,Facebook,found dead,Turdidae,Zoothera aurea
2014,2,28,24.14985583,120.6837856,acceptable,1,Facebook,found dead,Accipitridae,Accipiter trivirgatus
2014,2,--,23.067532,120.75499,precise,1,Facebook,found dead,Leiothrichidae,Liocichla steerii
2014,3,1,24.4542886,120.8747961,precise,1,Facebook,sent to rescue center: released after rehabilitation,Accipitridae,Accipiter trivirgatus
2014,3,1,--,--,not provided,1,Facebook,uncertain,Pycnonotidae,Pycnonotus sinensis
2014,3,4,23.68701902,120.6050084,precise,1,TaiRON,found dead,Accipitridae,Accipiter trivirgatus
2014,3,7,24.18735253,120.6581441,precise,1,Facebook,captured: released afterward,Passeridae,Passer montanus
2014,3,7,24.18735253,120.6581441,precise,1,Facebook,found dead,Passeridae,Passer montanus
2014,3,7,24.17820185,120.6498037,precise,1,Facebook,captured,Megalaimidae,Psilopogon nuchalis
2014,3,7,24.7273328,121.7046172,precise,1,Facebook,captured: flew away afterward,Megalaimidae,Psilopogon nuchalis
2014,3,8,--,--,not provided,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2014,3,14,23.33162539,120.5034186,precise,1,Facebook,captured,Megalaimidae,Psilopogon nuchalis
2014,3,17,25.00753446,121.5382826,precise,1,Facebook,found dead,Pycnonotidae,Pycnonotus sinensis
2014,3,20,24.24474885,120.9750948,vague,1,Facebook,captured: released afterward,Muscicapidae,Enicurus scouleri
2014,3,22,23.18465109,120.3131207,vague,1,Facebook,captured: flew away afterward,Columbidae,Chalcophaps indica
2014,3,23,24.39176779,120.7965927,acceptable,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2014,3,23,25.03922212,121.2896421,acceptable,1,Facebook,flew away,Zosteropidae,Zosterops simplex
2014,3,26,22.68345082,120.4816085,precise,1,Facebook,captured,Hirundinidae,Hirundo tahitica
2014,3,27,23.2909404,120.5000885,precise,1,Facebook,flew away,Alcedinidae,Alcedo atthis
2014,3,27,22.72737821,120.5429998,acceptable,1,Facebook,found dead,Columbidae,Chalcophaps indica
2014,3,29,25.2394866,121.6152204,precise,1,Facebook,captured: released afterward,Falconidae,Falco peregrinus
2014,3,31,23.217448,120.36507,precise,2,TaiRON,found dead,Columbidae,Chalcophaps indica
2014,3,--,22.90204121,120.5168214,precise,2,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2014,4,1,23.21783315,120.3650522,acceptable,1,Facebook,captured: released afterward,Muscicapidae,Copsychus malabaricus
2014,4,1,--,--,not provided,1,Facebook,sent to rescue center,Accipitridae,Accipiter trivirgatus
2014,4,3,24.158036,121.622292,precise,1,TaiRON,found dead,Columbidae,Chalcophaps indica
2014,4,4,25.02643887,121.730339,precise,1,Facebook,captured,Muscicapidae,Myophonus insularis
2014,4,8,24.82045038,121.7947854,precise,2,Facebook,found dead,Alcedinidae,Alcedo atthis
2014,4,13,23.00532025,120.2347007,precise,1,Facebook,uncertain,Columbidae,Streptopelia chinensis
2014,4,13,23.0303889,120.3593043,precise,1,Facebook,flew away,Columbidae,Chalcophaps indica
2014,4,13,24.83281309,121.7714611,precise,1,Facebook,found dead,Corvidae,Dendrocitta formosae
2014,4,15,23.067532,120.75499,precise,1,Facebook,found dead,Turdidae,Turdus niveiceps
2014,4,16,22.77319439,120.3453976,vague,1,Facebook,found dead,Columbidae,Chalcophaps indica
2014,4,17,24.07566748,120.5445017,precise,1,TaiRON,found dead,Apodidae,Apus nipalensis
2014,4,18,23.66283951,120.4226153,acceptable,1,Facebook,found dead,Muscicapidae,Ficedula narcissina
2014,4,21,24.20787114,120.5984986,precise,1,TaiRON,found dead,Pycnonotidae,Pycnonotus sinensis
2014,4,21,24.85704012,121.7999682,precise,1,Facebook,captured: flew away afterward,Accipitridae,Accipiter trivirgatus
2014,4,21,24.78069594,121.0047893,vague,1,Facebook,flew away,Corvidae,Dendrocitta formosae
2014,4,23,23.81261193,120.6704753,precise,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2014,4,29,24.61842621,121.7471684,vague,1,Facebook,captured,Motacillidae,Motacilla alba
2014,5,2,23.957352,120.6031231,precise,1,Facebook,flew away,Ardeidae,Gorsachius melanolophus
2014,5,3,24.90566391,121.1937245,vague,1,Facebook,captured: released afterward,Accipitridae,Accipiter trivirgatus
2014,5,6,23.41397884,120.4961984,vague,1,Facebook,sent to rescue center,Alcedinidae,Alcedo atthis
2014,5,8,24.1559716,120.7134469,precise,1,Facebook,captured,Passeridae,Passer montanus
2014,5,11,--,--,not provided,1,Facebook,captured,Passeridae,Passer montanus
2014,5,13,24.7686504,120.977999,acceptable,1,Facebook,captured: released afterward,Laniidae,Lanius schach
2014,5,14,23.98677145,121.6258173,acceptable,1,Facebook,found dead,Passeridae,Passer montanus
2014,5,14,23.67268065,120.7959225,acceptable,1,Facebook,found dead,Sittidae,Sitta europaea
2014,5,14,23.68047524,120.5556446,precise,1,Facebook,captured: released afterward,Monarchidae,Hypothymis azurea
2014,5,15,25.1785129,121.4439673,vague,1,Facebook,captured: dead afterward,Muscicapidae,Monticola solitarius
2014,5,19,25.07853865,121.3659811,acceptable,1,Facebook,captured,Caprimulgidae,Caprimulgus affinis
2014,5,23,23.085383,120.788617,precise,1,Facebook,found dead,Strigidae,Glaucidium brodiei
2014,5,24,24.17880649,120.6465259,acceptable,1,Facebook,found dead,Acrocephalidae,Acrocephalus orientalis
2014,5,27,25.0033553,121.6029503,precise,1,Facebook,flew away,Columbidae,Streptopelia chinensis
2014,6,1,22.93943891,120.2302736,acceptable,1,Facebook,captured: released afterward,Accipitridae,Accipiter trivirgatus
2014,6,1,22.93964663,120.2304764,precise,1,Facebook,captured: flew away afterward,Accipitridae,Accipiter trivirgatus
2014,6,4,--,--,not provided,1,Facebook,captured: flew away afterward,Pycnonotidae,Pycnonotus sinensis
2014,6,4,--,--,not provided,1,Facebook,captured,Pycnonotidae,Pycnonotus sinensis
2014,6,9,22.67768144,120.4969967,vague,1,Facebook,uncertain,Alcedinidae,Alcedo atthis
2014,6,14,22.67768144,120.4969967,vague,1,Facebook,captured,Alcedinidae,Alcedo atthis
2014,6,15,23.17329947,120.2470993,acceptable,1,Facebook,found dead,Monarchidae,Hypothymis azurea
2014,6,18,23.82568797,120.7729637,precise,1,Facebook,captured,Estrildidae,Lonchura striata
2014,6,18,23.82568797,120.7729637,precise,2,Facebook,captured: released afterward,Estrildidae,Lonchura striata
2014,6,18,23.82568797,120.7729637,precise,3,Facebook,found dead,Estrildidae,Lonchura striata
2014,6,18,25.07203391,121.4326761,precise,1,Facebook,found dead,Passeridae,Passer montanus
2014,6,19,23.867795,120.498838,precise,1,TaiRON,found dead,Columbidae,Streptopelia tranquebarica
2014,6,21,25.03344407,121.3903765,precise,1,Facebook,flew away,Ardeidae,Bubulcus ibis
2014,6,23,--,--,not provided,1,Facebook,found dead,Passeridae,Passer montanus
2014,6,23,24.67855274,121.6551084,acceptable,1,Facebook,uncertain,Pittidae,Pitta nympha
2014,6,23,24.92224599,121.1485948,vague,1,Facebook,captured,Pycnonotidae,Pycnonotus sinensis
2014,6,24,23.34016405,120.5043061,vague,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2014,6,25,23.94139566,120.9269522,precise,1,Facebook,captured: flew away afterward,Columbidae,Chalcophaps indica
2014,6,25,24.5149133,120.910994,vague,1,Facebook,captured,Alcedinidae,Alcedo atthis
2014,6,27,--,--,not provided,1,Facebook,found dead,Passeridae,Passer montanus
2014,6,--,24.92224599,121.1485948,vague,1,Facebook,captured: flew away afterward,Columbidae,Streptopelia chinensis
2014,6,--,24.92224599,121.1485948,vague,1,Facebook,captured: flew away afterward,Columbidae,Columba livia
2014,7,3,23.56195768,120.4785055,precise,1,Facebook,captured: flew away afterward,Passeridae,Passer montanus
2014,7,5,24.15934697,120.6891228,acceptable,1,Facebook,flew away,Columbidae,Streptopelia tranquebarica
2014,7,15,25.00719996,121.4748042,precise,1,Facebook,captured,Passeridae,Passer montanus
2014,7,22,25.03715027,121.5422925,vague,1,Facebook,captured,Megalaimidae,Psilopogon nuchalis
2014,7,23,--,--,not provided,1,Facebook,found dead,Sturnidae,Acridotheres javanicus
2014,7,24,--,--,not provided,1,Facebook,captured: released afterward,Motacillidae,Motacilla alba
2014,7,31,--,--,not provided,1,Facebook,uncertain,Passeridae,Passer montanus
2014,8,3,24.99737964,121.5775006,vague,1,Facebook,found dead,Passeridae,Passer montanus
2014,8,4,--,--,not provided,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2014,8,5,24.4246499,121.0136096,precise,1,TaiRON,found dead,Muscicapidae,Myiomela leucura
2014,8,6,--,--,not provided,1,Facebook,captured,Passeridae,Passer montanus
2014,8,7,24.424546,121.013352,precise,1,TaiRON,found dead,Muscicapidae,Myiomela leucura
2014,8,8,--,--,not provided,1,Facebook,found dead,Zosteropidae,Zosterops simplex
2014,8,9,22.76399757,121.1311044,vague,1,Facebook,found dead,Columbidae,Chalcophaps indica
2014,8,13,24.02210189,121.1318359,precise,1,Facebook,sent to rescue center,Columbidae,Chalcophaps indica
2014,8,13,25.01284116,121.1374963,acceptable,1,Facebook,found dead,Pycnonotidae,Pycnonotus sinensis
2014,8,17,--,--,not provided,1,Facebook,uncertain,Passeridae,Passer montanus
2014,8,17,25.02802396,121.4748205,acceptable,1,Facebook,found dead,Corvidae,Urocissa caerulea
2014,8,20,23.13725815,120.4298519,vague,1,Facebook,found dead,Pittidae,Pitta nympha
2014,8,24,--,--,not provided,1,Facebook,captured,Columbidae,Streptopelia orientalis
2014,8,25,--,--,not provided,1,Facebook,flew away,Megalaimidae,Psilopogon nuchalis
2014,8,28,24.57763279,120.8418995,acceptable,1,Facebook,captured,Cisticolidae,Prinia inornata
2014,8,29,23.89801467,120.9109005,precise,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2014,9,2,--,--,not provided,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2014,9,7,24.20858761,120.5982472,precise,1,TaiRON,found dead,Columbidae,Columba livia
2014,9,9,25.01305473,121.1374944,acceptable,1,Facebook,found dead,Passeridae,Passer montanus
2014,9,9,25.01305473,121.1374944,acceptable,1,Facebook,found dead,Passeridae,Passer montanus
2014,9,11,--,--,not provided,1,Facebook,flew away,Columbidae,Streptopelia tranquebarica
2014,9,12,23.08130925,120.0624148,precise,1,Facebook,captured: flew away afterward,Muscicapidae,Larvivora cyane
2014,9,15,24.24470363,120.975115,vague,1,Facebook,found dead,Muscicapidae,Tarsiger johnstoniae
2014,9,20,23.80131173,121.4525086,acceptable,1,Facebook,uncertain,Columbidae,Chalcophaps indica
2014,9,22,21.94840756,120.7802826,vague,1,Facebook,found dead,Muscicapidae,Monticola solitarius
2014,9,--,25.04506873,121.613709,precise,1,Facebook,found dead,Columbidae,Columba livia
2014,10,1,24.04139767,121.1583323,precise,1,Facebook,captured: flew away afterward,Muscicapidae,Monticola solitarius
2014,10,2,24.04019356,120.8560832,vague,1,Facebook,captured: released afterward,Locustellidae,Locustella lanceolata
2014,10,6,--,--,not provided,1,Facebook,flew away,Megalaimidae,Psilopogon nuchalis
2014,10,6,--,--,not provided,1,Facebook,captured,Muscicapidae,Monticola solitarius
2014,10,7,--,--,not provided,1,Facebook,captured: released afterward,Zosteropidae,Zosterops simplex
2014,10,8,22.90437517,121.1242749,acceptable,1,Facebook,captured,Passeridae,Passer montanus
2014,10,9,24.79770519,120.9496606,acceptable,1,Facebook,captured: released afterward,Alcedinidae,Alcedo atthis
2014,10,13,23.49164078,120.4760421,acceptable,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2014,10,14,24.95027888,121.2189639,acceptable,1,Facebook,captured,Cuculidae,Cuculus optatus
2014,10,16,24.85109948,121.8163248,acceptable,1,Facebook,found dead,Corvidae,Dendrocitta formosae
2014,10,19,24.18113108,120.6013019,vague,1,Facebook,uncertain,Passeridae,Passer montanus
2014,10,21,24.20128463,120.7056073,acceptable,1,Facebook,captured: flew away afterward,Columbidae,Streptopelia chinensis
2014,10,21,22.67118278,120.4919458,acceptable,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2014,10,21,22.66551551,120.3762857,acceptable,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2014,10,26,24.10923603,120.780733,vague,1,Facebook,found dead,Alcedinidae,Alcedo atthis
2014,10,26,24.50665,121.11444,precise,1,TaiRON,found dead,Muscicapidae,Niltava vivida
2014,10,--,25.04506873,121.613709,precise,1,Facebook,found dead,Pycnonotidae,Pycnonotus sinensis
2014,11,3,24.12479526,120.6797817,acceptable,1,Facebook,found dead,Muscicapidae,Ficedula narcissina
2014,11,3,23.70753484,120.5395578,precise,1,Facebook,flew away,Accipitridae,Accipiter trivirgatus
2014,11,14,--,--,not provided,1,Facebook,flew away,Alcedinidae,Alcedo atthis
2014,11,18,25.029882,121.511605,precise,1,Facebook,captured: flew away afterward,Turdidae,Turdus pallidus
2014,11,18,21.94955472,120.7811819,acceptable,1,Facebook,sent to rescue center: released after rehabilitation,Accipitridae,Accipiter trivirgatus
2014,11,19,--,--,not provided,1,Facebook,uncertain,Turdidae,Turdus pallidus
2014,11,19,23.28712558,120.2014785,acceptable,1,Facebook,found dead,Columbidae,Streptopelia chinensis
2014,11,20,23.58955029,120.5945524,precise,1,Facebook,found dead,Columbidae,Chalcophaps indica
2014,11,21,24.95027888,121.2189639,acceptable,1,Facebook,captured,Turdidae,Turdus pallidus
2014,11,22,--,--,not provided,1,Facebook,found dead,Columbidae,Streptopelia chinensis
2014,11,23,23.49675,121.37404,precise,1,TaiRON,found dead,Scotocercidae,Horornis canturians
2014,11,23,24.7875192,120.9972323,vague,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2014,11,25,--,--,not provided,1,Facebook,captured,Columbidae,Streptopelia tranquebarica
2014,11,25,22.88974613,120.6172428,acceptable,1,Facebook,found dead,Pycnonotidae,Spizixos semitorques
2014,11,25,24.989508,121.502502,acceptable,1,Facebook,found dead,Leiothrichidae,Heterophasia auricularis
